75 3424,4542,4956,5746,5794
1933 1979,4121,5366,5794,5887
600 1111,4542,5787,5794,5887
1078 523,1181,2243,5366,5794
1366 3891,5366,5787,5794,5887
1703 1612,3352,3767,5787,5794
1148 2287,3424,4542,4956,5794
1698 1612,1792,3891,5366,5794
899 523,1243,4121,5366,5787
190 1243,3424,5366,5787,5794
910 1181,1612,2243,5366,5794
1383 1612,2945,3767,5746,5794
2981 709,1612,2009,2243,5366
2542 1612,3081,5366,5794,5887
1480 1612,2009,2243,5366,5794
2104 301,709,1612,2536,5787
1404 523,3081,5366,5794,5887
69 3179,3424,4542,4956,5794
2888 1243,1612,3388,3424,5366
2325 523,1612,4087,5366,5794
2656 1612,4542,5500,5746,5794
1607 1181,1612,1979,2243,5366
112 1612,2760,3388,3424,5366
145 523,1612,4121,5787,5794
818 1181,1612,1979,2760,5366
2505 1181,1243,1612,5366,5794
232 1612,2009,3388,4054,5366
2524 1181,1732,2287,5366,5794
2676 3081,5366,5787,5794,5887
2193 2009,2287,5366,5746,5794
248 3424,3891,5366,5787,5794
986 1181,1243,1612,1979,5366
811 523,1181,1243,5366,5794
2424 1111,1979,3512,5746,5794
2012 1612,2243,5366,5746,5794
1014 3179,3421,5366,5794,5887
2604 2243,3424,3506,5366,5794
41 523,1243,4121,5366,5794
786 1612,4542,5746,5794,5887
171 1612,3424,3891,3915,5794
1200 301,709,1264,2009,5366
279 1612,2243,3891,5366,5794
2089 523,1243,3424,5787,5794
557 523,1243,4542,5794,5887
1317 1243,1979,4121,5366,5794
2000 1243,1612,5366,5794,5887
1758 1111,1612,1979,3512,5746
1596 1612,2009,2243,3388,5366
2069 1612,3081,5366,5787,5794
684 1612,1979,2243,5366,5746
2277 523,1612,3512,5787,5794
2156 523,1612,4121,4542,5787
2016 1612,2945,3891,5787,5794
765 2945,3767,5746,5787,5794
43 1612,1979,4121,5794,5887
854 1612,1979,4121,5366,5887
65 1111,1979,5746,5794,5887
2854 523,3424,4121,5366,5794
1562 1612,2009,4087,5366,5794
2962 2287,3891,5366,5746,5794
2856 1111,1612,4542,5746,5787
2685 1792,3506,5366,5787,5794
2034 1296,1612,4542,5746,5794
392 307,1612,5746,5787,5794
981 1111,1612,4542,5787,5887
535 523,1243,2287,5366,5794
1605 3767,3891,5746,5787,5794
2249 1243,1612,1979,5366,5887
2423 1612,2945,3767,3891,5794
301 3179,3421,3506,5366,5794
317 2287,3179,4542,4956,5794
402 1243,5366,5787,5794,5887
2782 1243,1612,4542,5746,5787
122 709,1140,1612,2009,5366
2663 1612,2945,5746,5787,5794
616 1243,3424,4542,5787,5794
1798 3200,3506,5366,5787,5794
212 1448,3179,3421,5366,5887
1051 523,2243,3424,5366,5794
2741 1243,1612,4121,5366,5787
108 2009,4054,5366,5746,5794
2775 1140,1612,2009,5366,5794
1502 2760,3891,3909,5366,5746
0 1612,4121,5366,5794,5887
888 523,1612,3424,4121,5366
564 1181,1243,5366,5787,5794
152 1181,1612,1979,2243,5794
2418 2287,4542,4956,5746,5794
1855 1111,1612,2760,3388,5746
1096 1111,1612,3512,5746,5794
2836 2243,3506,5366,5746,5794
2343 1612,3767,3891,5746,5787
1814 523,1181,1612,5366,5787
282 523,1243,1612,4121,5366
1510 4121,4542,5787,5794,5887
1406 1612,4121,4542,5794,5887
870 523,1243,2287,4542,5794
255 1243,1612,3424,5366,5787
1020 1243,1612,4121,5366,5794
1729 1243,4121,4542,5787,5794
1214 1111,1612,2945,5787,5794
2725 1243,1612,1979,5794,5887
1787 1296,1612,2009,5746,5794
1010 1612,2760,3424,3891,5366
1721 1296,1612,4542,5794,5887
135 1612,3891,5787,5794,5887
1819 523,1243,4121,5787,5794
2029 1612,3424,3891,5366,5787
1201 523,3424,4121,4542,5794
1471 1243,3424,5366,5746,5794
2645 1111,1612,3512,5787,5794
2737 523,1612,3081,5366,5787
2950 1612,3891,5366,5787,5887
2798 1612,2243,3388,5366,5746
2461 1243,1612,1979,4121,5366
2264 1111,1612,5787,5794,5887
2940 1243,4542,5787,5794,5887
788 4121,5366,5787,5794,5887
840 301,709,1264,1612,5366
1899 1181,5366,5746,5787,5794
971 523,1181,1612,2243,5366
2179 523,1634,2287,4542,5887
1195 1243,1979,2243,5366,5794
2911 2945,3767,3891,5787,5794
1506 1612,1792,5366,5787,5794
553 3424,3891,5366,5746,5794
1797 1181,2287,5366,5746,5794
488 523,1243,3424,4542,5787
1936 17,1111,1612,5746,5794
2803 1111,1612,5746,5794,5887
215 523,1612,3424,4121,4542
1655 301,1612,1792,5366,5787
2730 523,1181,1612,5787,5794
429 1612,3424,3891,5787,5794
2263 1181,1243,1612,1979,5794
335 1612,2009,3200,5366,5794
1585 1127,4542,4956,5787,5794
470 1111,1296,1612,5746,5794
555 1612,2243,3767,5746,5794
2303 1181,1732,2243,5366,5794
2107 4121,5366,5746,5787,5794
1524 709,1612,2243,3891,5366
743 523,4121,4542,5794,5887
1508 523,1243,1612,3424,5787
2862 1612,3512,5746,5787,5794
1530 1612,1979,2243,5746,5794
1064 1111,1612,1979,2760,5746
160 1111,1612,1792,5746,5794
1209 523,4121,5366,5794,5887
1751 523,1612,2207,5366,5794
2075 1111,1296,4542,5787,5794
508 301,1612,2009,3629,5366
2591 1111,1612,2945,5746,5794
2563 523,1243,2243,5366,5794
459 523,1181,1243,1612,5366
2458 1181,1243,1612,3388,5366
874 1181,1612,2243,3388,5366
2717 1296,1612,2009,3388,5746
539 1612,3512,3891,5787,5794
674 301,1264,1612,2009,5366
2733 1140,3506,5366,5787,5794
1608 1612,4121,5366,5746,5794
1941 307,1612,3424,5746,5794
2455 1612,2945,3891,5746,5794
812 709,2009,2287,3179,5366
1084 3891,5366,5746,5794,5887
1034 2287,3179,3424,4507,5366
1629 307,4956,5746,5787,5794
2518 1140,1612,5366,5746,5794
2327 1243,1612,3424,5787,5794
2045 1181,1243,5366,5746,5794
2909 1612,3424,3891,5746,5794
676 523,1181,1612,2243,5794
1100 1792,5366,5746,5787,5794
1910 523,1243,4121,4542,5794
1708 3424,5366,5746,5787,5794
345 1140,1612,5366,5794,5887
2271 523,3424,4121,5366,5787
724 1111,4542,5746,5794,5887
299 2009,4121,5366,5746,5794
2740 1612,3424,4121,4542,5794
913 1612,3424,3891,5366,5746
512 2009,2287,3179,5366,5794
1081 523,1243,4121,4542,5787
2837 523,1243,1612,5366,5887
210 1181,2243,5366,5746,5794
2975 1612,2243,3424,5366,5794
1137 1732,2287,3179,5366,5794
1829 523,1612,2243,3424,5366
1657 2287,3179,3424,4542,5794
2988 1181,1612,2760,3388,5366
1664 523,1612,3081,5787,5794
2031 1612,3081,3767,5787,5794
2689 2287,3891,5366,5794,5887
1915 2287,3179,4542,5794,5887
193 2287,3179,3424,3506,5366
1868 523,3424,4087,5366,5794
764 1612,4121,4542,5500,5794
2435 1111,1296,4542,5746,5794
1544 523,1612,3166,5366,5794
1027 1111,1612,1979,5746,5887
1874 1243,1612,3424,5366,5746
1255 1243,1612,4121,5787,5794
2208 1111,1612,2928,5746,5794
1882 1612,2243,5366,5787,5794
2669 1181,1612,5366,5746,5787
1423 523,1612,3424,4087,5366
264 523,2250,5366,5794,5887
2059 523,1612,3081,5794,5887
1206 1612,4054,5366,5787,5794
2586 523,1612,3081,5366,5887
1949 1448,2287,3179,5366,5887
1365 2009,2243,3388,5366,5746
2729 1111,1612,1979,5794,5800
2324 1612,4121,5366,5787,5887
2867 1792,3891,5366,5746,5794
127 2009,2243,5366,5746,5794
2599 3506,4160,5366,5787,5794
2150 1612,3424,4121,5366,5794
829 1140,1612,5366,5787,5794
1628 307,1612,3424,5787,5794
1668 709,1264,1612,2009,5366
2984 1127,1612,5366,5787,5794
2517 1243,1612,4542,5794,5887
1681 1979,3200,5366,5746,5794
2784 1612,3424,5366,5746,5787
655 1111,1979,2945,5746,5794
229 2945,3767,3891,5746,5794
2366 523,2250,3424,5366,5794
1574 2287,3424,3891,5366,5794
2412 1612,4054,5366,5746,5794
1964 1140,2287,3506,5366,5794
1611 523,1243,3424,4121,5366
2827 2287,3179,5366,5794,5887
979 523,2250,4542,5794,5887
2594 523,1612,2207,4542,5794
305 523,2250,3424,4542,5794
1002 1098,1612,1979,5366,5794
2194 301,709,1264,1612,2009
2312 1243,1612,3424,4542,5787
2693 523,1612,2243,3424,5794
2362 523,2250,4542,5787,5794
944 1612,2009,2243,5366,5746
428 523,2250,5366,5787,5794
2652 523,1264,1612,5366,5794
767 1127,1612,3767,5787,5794
1906 1979,4121,5366,5746,5794
2508 3424,3506,5366,5746,5787
93 3081,3421,3506,5366,5794
830 1243,3388,3424,5366,5746
1858 3421,3506,5366,5746,5794
2600 1612,4121,4542,5787,5887
500 1612,1979,4971,5366,5794
2466 1111,1612,2945,3388,5746
1938 1612,3424,5746,5787,5794
2763 1181,1612,5746,5787,5794
2174 1612,3200,5366,5787,5794
77 709,1612,4054,5366,5787
1086 1243,1612,3424,5746,5794
797 523,1243,1612,5794,5887
476 3506,3512,5746,5787,5794
566 1140,3506,5366,5746,5794
1296 3512,4956,5746,5787,5794
625 523,2250,2287,5366,5794
642 1243,1612,1979,4121,5794
682 3081,3506,5366,5746,5794
2516 523,2287,4121,4542,5794
2354 1612,3352,3767,5746,5794
2092 2009,3388,4054,5366,5746
861 1243,1612,2243,5366,5794
1821 1181,2243,3388,5366,5746
2358 1612,2243,3767,3891,5794
515 2207,3424,3506,5366,5794
2916 523,1243,5366,5787,5887
2445 523,1243,1612,4121,5787
1362 523,2250,2287,4542,5794
1379 1243,1612,1979,2243,5366
2401 1612,3512,3891,5746,5794
810 2287,3179,3424,5366,5794
800 1612,2009,4054,5366,5746
2579 1612,4121,5366,5746,5787
2833 3081,3421,5366,5794,5887
1535 3424,4121,5366,5787,5794
2972 1243,1612,4121,4542,5794
2120 523,1243,1612,2243,5366
923 2287,3179,3424,3506,5794
142 3424,3506,5746,5787,5794
1435 523,3081,5787,5794,5887
1873 1243,3424,4542,5746,5794
1704 2009,3179,3421,5366,5794
661 1612,2945,3767,5746,5787
803 5366,5746,5787,5794,5887
1551 3200,3506,5366,5746,5794
1603 1181,1243,1612,5366,5746
47 523,3081,5366,5787,5887
895 301,709,1612,5095,5366
2071 1181,1243,1732,5366,5794
1314 1243,1612,4121,4542,5787
99 2009,2287,4956,5746,5794
1529 1181,1243,1612,5366,5787
1044 2009,4054,4087,5366,5794
349 1612,4121,5787,5794,5887
1796 1181,1243,1979,5366,5746
2772 1612,2945,3767,3891,5787
1486 1612,3081,5787,5794,5887
2901 1140,1448,2287,4507,5366
1509 1612,3424,4087,5366,5794
1009 1111,1612,2928,5787,5794
1311 1111,1612,3388,3512,5746
1194 3200,3424,3506,5366,5794
2334 1612,3081,5366,5787,5887
1654 1111,1612,4542,5746,5887
1259 1181,1612,1979,5794,5800
1811 523,2287,4121,5366,5794
458 3352,3767,5746,5787,5794
561 2009,2287,4054,5366,5794
1909 307,1612,3352,5787,5794
2066 709,1612,3891,4054,5366
1133 3179,3424,3506,5366,5787
1156 1612,4121,4542,5746,5794
462 3200,5366,5787,5794,5887
954 1612,3200,5366,5794,5887
2490 523,1612,3424,4121,5794
2846 1612,2009,4054,5746,5794
393 3424,4542,5746,5787,5794
524 2243,3891,5366,5746,5794
187 1243,1612,5366,5787,5887
545 3424,4121,4542,5787,5794
718 523,1243,1612,4121,5794
278 1127,1612,4542,5787,5794
1956 1243,1732,2287,5366,5794
2191 523,4121,5366,5787,5887
2496 523,1140,5366,5794,5887
2664 709,1140,1612,5366,5787
1649 3179,4707,5366,5794,5887
1632 523,1612,4121,4542,5887
1190 1612,3891,5746,5794,5887
1877 1140,3424,3506,5366,5794
270 1612,2928,5746,5787,5794
2651 523,1243,1612,4121,4542
2859 1111,1296,1612,4542,5787
2520 1111,1127,1612,4542,5794
383 523,1612,4121,5366,5887
2783 523,1243,5787,5794,5887
1690 1612,1979,4121,5366,5746
2126 523,4121,4542,5787,5887
90 307,3424,4956,5746,5794
2879 1612,3352,5746,5787,5794
2113 1612,3424,4054,5366,5794
2572 1243,1612,4054,5366,5794
793 1181,1979,2243,5366,5746
2022 1111,1612,1979,2945,5746
1307 523,3424,4121,4542,5787
1672 2945,3891,5746,5787,5794
1430 1243,4054,5366,5787,5794
1924 1243,3424,4121,5366,5787
247 1612,1979,4121,5746,5794
384 1612,1792,3891,5366,5746
904 1127,1612,5366,5746,5794
930 1612,3081,5366,5746,5794
26 1612,4121,5746,5787,5794
2122 1181,1243,3388,5366,5746
1103 1243,1627,4121,5787,5794
2439 301,1799,2009,4121,5366
2630 523,2243,5366,5787,5794
85 523,1140,2287,5366,5794
880 2009,3421,5366,5746,5794
2764 2945,3352,3767,5787,5794
1991 1612,3891,5366,5746,5887
2943 4121,4542,5746,5787,5794
1834 1612,2009,4054,4087,5366
862 1612,3891,4054,5366,5794
92 1111,1296,1612,5787,5794
157 1296,4542,5787,5794,5887
2890 1140,1612,2009,3388,5366
316 523,1612,4121,5794,5887
1971 1181,1243,2287,5366,5794
1226 1111,1296,1612,4542,5746
439 523,2207,3424,4542,5794
1267 523,1243,3424,4121,4542
628 523,1181,1243,1612,5794
857 1243,1612,3388,3424,5746
1019 1612,2945,3352,3767,5794
621 1296,1612,5746,5787,5794
68 1612,2207,3424,5366,5794
420 3179,3424,4542,5787,5794
2672 1612,3200,3891,5366,5794
1888 523,1612,2207,3424,5366
379 1612,5366,5746,5787,5887
1785 1111,2945,5746,5787,5794
2026 1612,2207,3424,4542,5794
375 1111,1296,1612,3388,5746
715 1792,2243,3506,5366,5794
184 1612,2009,3388,3629,5366
1399 1612,4971,5366,5787,5794
2242 1612,1979,3200,5366,5887
2387 1181,1612,2243,5366,5746
2296 1181,1979,2760,5366,5746
1528 1612,1792,5366,5794,5887
1790 523,1243,4542,5787,5887
2739 709,1612,2243,5366,5787
1700 523,1140,5366,5787,5794
2333 1612,1792,3891,5746,5794
1045 1181,1612,2760,5366,5746
388 523,1181,4121,5366,5794
234 1612,2009,3166,5366,5794
413 1612,2945,3767,3891,5746
2421 523,3424,4121,5787,5794
832 523,4121,5787,5794,5887
1131 1612,3424,4542,5746,5787
1462 1243,1612,5787,5794,5887
2719 1612,3352,3767,5746,5787
499 4542,5746,5787,5794,5887
446 523,1243,2287,3424,5366
161 1243,2287,3424,4542,5794
1309 3179,3424,3891,5366,5794
1845 1181,1243,1612,5787,5794
1481 523,1243,1612,4542,5887
2287 1612,2009,4121,5366,5746
1903 1792,3506,5746,5787,5794
1533 2009,2287,4121,5366,5794
631 1792,3891,5366,5787,5794
1391 523,1181,1243,5366,5787
1801 1181,1979,4121,5366,5794
964 523,1243,2287,3424,4542
1901 1111,1296,4542,5794,5887
1993 1612,2945,3424,5746,5794
1961 2287,3179,4707,5366,5794
2673 1612,2243,3388,3424,5366
475 301,709,2009,2589,5366
905 709,1612,2009,5095,5366
1456 3179,3200,3506,5366,5794
1501 2207,3424,4542,4956,5794
2025 1612,2009,2243,3388,5746
1440 1181,1243,1979,5746,5794
2456 1243,2287,3424,4507,5366
843 1612,2945,3352,5787,5794
1699 523,1634,4121,4542,5887
1032 1612,2243,3767,5787,5794
763 2760,3388,3424,5366,5746
2659 1243,3424,5746,5787,5794
2407 1181,1243,1612,5746,5794
96 1243,3424,5366,5746,5787
2393 1612,1979,3200,5794,5887
1136 1792,3506,5366,5746,5787
1484 2207,3179,3506,5366,5794
2246 1612,3166,5366,5746,5794
441 1799,2760,3388,3424,5366
2484 3179,3424,5366,5787,5794
54 1140,1612,3388,5366,5746
1459 301,1612,2009,5095,5366
869 1181,1979,2243,5746,5794
1279 1979,4160,5366,5746,5794
2253 1243,2287,5366,5746,5794
2248 1448,2287,3179,4707,5366
2980 2243,3506,5366,5787,5794
2307 523,1243,1634,2287,4542
1089 523,1098,1612,5366,5794
801 1612,1792,2243,5366,5794
131 1448,3179,4707,5366,5887
2686 1243,3424,4121,5366,5794
1325 2287,4707,5366,5794,5887
1860 1792,3506,3512,5746,5794
2199 1612,1792,2760,3891,5366
2331 1612,2945,3424,3891,5794
2841 523,1634,2287,4121,4542
1211 523,2207,3424,5366,5794
1810 1140,1612,3424,5366,5794
1557 523,1140,1612,5366,5787
16 1111,1612,1792,3512,5794
2724 3166,3506,5366,5746,5794
536 1612,2945,3388,3424,5746
433 1181,1612,4971,5366,5794
1358 1181,1979,2243,4168,5746
376 523,1243,3424,4121,5787
685 2287,4542,5500,5746,5794
1692 1243,1979,5366,5746,5887
1299 1612,3200,3767,5787,5794
352 523,1612,2207,3424,4542
409 562,1111,1612,1979,5794
119 1243,1979,4121,5366,5887
2457 1612,1979,5746,5794,5800
2769 3424,3506,4160,5366,5794
2728 1098,3424,3506,5366,5794
1543 523,1140,3424,5366,5794
1976 1243,1612,3424,4542,5746
1354 1181,1979,4971,5366,5794
1037 1448,3081,3421,5366,5887
2657 1181,1612,2243,5746,5794
250 1181,2760,3388,5366,5746
2961 2009,4054,4956,5746,5794
1198 191,3352,5746,5787,5794
629 1448,2287,3166,4507,5366
2469 1111,1296,1612,5794,5887
962 1181,1612,2928,5746,5794
638 1243,3424,4121,4542,5794
266 1181,1612,4121,5366,5794
673 1792,2243,5366,5746,5794
2355 1612,1792,5366,5746,5787
303 1296,4542,5746,5787,5794
2982 523,1612,3424,4087,5794
359 17,1612,3891,5746,5794
2987 2760,3506,3909,5366,5746
2528 1243,2287,3424,5366,5794
1149 1612,2009,2243,5746,5794
1134 1243,5366,5746,5794,5887
140 523,1612,2243,5366,5787
1451 2287,3424,3891,3915,5794
2753 1448,2287,4707,5366,5887
2593 523,1243,1634,4121,4542
754 2243,3424,3891,5366,5794
2921 1612,2760,3388,3424,5746
2703 1612,2009,3388,4054,5746
2023 2243,3767,3891,5746,5794
1563 1612,3767,4054,5787,5794
445 1243,1732,4121,5366,5794
1491 1612,4054,4087,5366,5794
864 1243,4121,5366,5746,5787
2515 1612,3166,3891,5366,5794
194 2287,3179,3424,3915,5794
733 1612,2945,3424,5787,5794
1077 1243,3424,4121,4542,5787
2816 1732,2287,4121,5366,5794
2548 1612,3424,4121,5366,5787
2314 1612,1792,3891,5366,5787
949 1111,4542,4971,5787,5794
2081 1612,1792,5746,5787,5794
833 4160,5366,5746,5787,5794
410 1612,3388,4054,5366,5746
1162 2287,3179,3424,4542,4956
2637 523,1243,4087,5366,5794
2649 1111,3512,5746,5787,5794
1717 1612,2243,3891,5366,5746
741 523,1140,1612,5787,5794
398 3179,3891,5366,5794,5887
2954 301,709,2009,5095,5366
1573 3424,4956,5746,5787,5794
114 1612,2760,3424,5366,5746
8 1612,1792,3512,5746,5794
1638 1111,1296,1612,4542,5887
1110 1243,1612,3424,5746,5787
1594 523,1243,3424,4121,5794
2746 1181,1612,5500,5746,5794
63 1243,1612,3388,4054,5366
2170 1181,1612,2243,3388,5746
1823 1140,3179,3506,5366,5794
2183 1612,2009,4121,5746,5794
688 1612,2945,3891,5746,5787
898 1243,1612,2243,3388,5366
2557 2760,3424,3891,3909,5366
1733 2009,3179,4121,5366,5794
2699 709,2009,2287,4054,5366
2372 523,1243,1612,2243,5794
1464 2760,3424,3506,5366,5746
2967 1296,1612,4542,5787,5887
2924 1111,1140,1612,5746,5794
2553 1181,1243,5366,5746,5787
2392 1612,2928,3891,5746,5794
2474 1181,1243,1979,2243,5366
699 1181,4971,5366,5787,5794
2714 1612,1979,2243,2945,5794
2266 523,1612,2243,5787,5794
538 1243,1612,1979,2243,5794
778 1792,4956,5746,5787,5794
796 1243,3424,4121,5787,5794
2756 709,1098,1612,2009,5366
1477 301,1612,2009,2589,5366
89 1181,4121,5366,5787,5794
1059 1264,1612,2009,5366,5794
2438 1111,1612,2945,5746,5787
1581 1612,2243,3891,5746,5794
372 2945,3352,3767,5746,5794
1448 523,2287,3424,4121,5366
1497 1612,2243,3891,3915,5794
399 1127,4542,4956,5746,5794
2306 1181,1612,1979,2243,5746
2056 2009,2287,3179,4956,5794
1538 1111,1612,1792,5787,5794
712 1296,1612,2009,4054,5794
382 1612,3424,4121,4542,5787
1356 180,3179,3424,3506,5366
14 1612,4542,5746,5787,5887
2709 1181,1243,2243,5366,5794
2754 2287,5366,5746,5794,5887
775 1243,4121,5366,5746,5794
1613 1612,5746,5787,5794,5887
502 523,1243,2287,3424,5794
52 301,709,1612,2589,5366
2286 1612,3200,5366,5746,5794
1493 1612,1792,3891,5787,5794
2991 1243,1979,5746,5794,5887
129 1181,2243,5366,5787,5794
2390 523,1243,1634,4542,5887
1029 3179,3424,3506,5787,5794
973 1612,2945,3352,3767,5787
378 523,1181,1243,5787,5794
1047 1098,1612,2009,5366,5794
1438 523,2287,2375,5794,5887
2338 307,3424,4956,5787,5794
2522 1296,1612,5787,5794,5887
2532 1111,1612,3512,5746,5787
2169 1612,4121,4542,5746,5787
2265 1612,2928,3891,3915,5794
871 1243,4054,5366,5746,5794
1744 1243,4121,5366,5787,5887
452 2287,3424,4542,5746,5794
813 2287,3424,5366,5746,5794
254 1612,5095,5366,5787,5794
328 1634,2287,3179,4542,5887
2722 1612,2009,5746,5794,5800
2534 1243,1612,4542,5787,5887
1494 1181,1612,1979,2945,5794
2417 4054,5366,5746,5787,5794
1434 523,1243,1612,4087,5366
826 1612,2243,2945,3767,5794
916 523,1181,1243,2287,5366
269 523,1140,1612,3424,5366
149 1243,4121,5746,5787,5794
1068 1181,1732,4121,5366,5794
1824 2009,4054,4121,5366,5794
2318 4971,5366,5746,5787,5794
104 191,2928,5746,5787,5794
966 1140,2243,3506,5366,5794
1621 2287,3179,5366,5785,5794
606 523,2287,3424,4121,4542
1894 523,1098,1612,4542,5794
141 523,1181,1612,4121,5366
644 3179,3424,4542,4956,5787
1466 523,1612,4121,5787,5887
2144 1612,1801,1979,5366,5794
867 1612,1792,4054,5366,5794
1761 523,1612,3424,4121,5787
941 1111,1612,1979,3200,5794
1144 2287,4121,4542,5794,5887
2370 523,1181,2250,5366,5794
1093 1243,1732,2243,5366,5794
1228 2287,3424,3506,5366,5746
1355 1098,1979,5366,5746,5794
565 1792,3512,4956,5746,5794
2038 523,1612,2207,3424,5794
2082 1612,2243,3424,3915,5794
2230 1098,1612,2009,3388,5366
2252 1612,2009,4054,4087,5794
1553 3179,4121,5366,5794,5887
2870 1181,1243,5746,5787,5794
2139 523,1098,3424,5366,5794
185 1181,1243,1612,1979,5746
1756 1296,1612,4542,5746,5787
991 562,1111,1612,5746,5794
1634 1612,4542,4971,5787,5794
1527 523,1181,1243,2243,5366
2886 1612,1979,4039,5366,5794
146 3179,4121,5366,5787,5794
1687 1181,1612,1979,2760,5746
1478 1612,4542,4971,5500,5794
